Year,ApplicationId,Title,Name,Gender,CareerStage,GrantType,isSalaryGrant,GrantSubType,Institution,State,BroadArea,Category,FoR,TotalAmount,GrantLength
2002,252921,Dr,Camile S Farah,female,Early Career,Early Career Fellowships (Australia),TRUE,Health Professional Research ECF,University of Queensland,QLD,Basic Science,IMMUNOLOGY,Cellular Immunology,126438,3
2002,252922,Dr,Michael J Kelso,male,Early Career,Early Career Fellowships (Overseas),TRUE,CJ Martin Biomedical ECF,University of Wollongong,NSW,Basic Science,PHARMACOLOGY AND PHARMACEUTICAL SCIENCES,Pharmacology and Pharmaceutical Sciences not elsewhere classified,311618,4
2002,252923,Dr,Saso  Ivanovski,NA,Early Career,Early Career Fellowships (Australia),TRUE,Health Professional Research ECF,University of Queensland,QLD,Clinical Medicine and Science,DENTISTRY,Dental Therapeutics Pharmacology and Toxicology,109000,3
2002,252924,Dr,David P Sester,male,Early Career,Early Career Fellowships (Overseas),TRUE,CJ Martin Biomedical ECF,University of Queensland,QLD,Basic Science,IMMUNOLOGY,Cellular Immunology,317617,5
2002,252925,Dr,Nathalie F Worth,female,Early Career,Early Career Fellowships (Overseas),TRUE,CJ Martin Biomedical ECF,University of Queensland,QLD,Basic Science,BIOCHEMISTRY AND CELL BIOLOGY,Cell Development Proliferation and Death,323645,5
2002,252926,Dr,Anita C Thomas,female,Early Career,Early Career Fellowships (Overseas),TRUE,CJ Martin Biomedical ECF,University of Queensland,QLD,Basic Science,CARDIOVASCULAR MEDICINE AND HAEMOTOLOGY,Cardiology (incl. Cardiovascular Diseases),335625,6
2002,252927,Dr,Christopher E Jones,male,Early Career,Early Career Fellowships (Overseas),TRUE,CJ Martin Biomedical ECF,University of Queensland,QLD,Basic Science,BIOCHEMISTRY AND CELL BIOLOGY,Biochemistry and Cell Biology not elsewhere classified,359498,4
2002,252932,Dr,Christopher V Dayas,male,Early Career,Early Career Fellowships (Overseas),TRUE,CJ Martin Biomedical ECF,University of Newcastle,NSW,Basic Science,NEUROSCIENCES,Neurosciences not elsewhere classified,321428,4
2002,252934,Dr,Liza-Jane  Raggatt,NA,Early Career,Early Career Fellowships (Australia),TRUE,Peter Doherty Biomedical ECF,University of Queensland,QLD,Basic Science,MEDICAL PHYSIOLOGY,Cell Physiology,267519,5
2002,252936,A/Pr,Leigh C Ward,female,Mid Career,NHMRC Development Grants,FALSE,Development Grant,University of Queensland,QLD,Clinical Medicine and Science,OTHER PHYSICAL SCIENCES,Synchotrons; Accelerators; Instruments and Techniques,180000,4
2002,252940,Dr,Su Mien  Yeoh,female,Early Career,NHMRC Postgraduate Scholarships,FALSE,Medical/Dental Postgraduate Scholarship,University of Queensland,QLD,Basic Science,CLINICAL SCIENCES,Endocrinology,57921,2
2002,252941,Dr,Teong L Chuah,NA,Early Career,NHMRC Postgraduate Scholarships,FALSE,Medical/Dental Postgraduate Scholarship,University of Queensland,QLD,Basic Science,MEDICAL BIOTECHNOLOGY,Gene and Molecular Therapy,57897,5
2002,252942,Dr,Janet V Warner,female,Early Career,NHMRC Postgraduate Scholarships,FALSE,Medical/Dental Postgraduate Scholarship,University of Queensland,QLD,Clinical Medicine and Science,CLINICAL SCIENCES,Endocrinology,88315,4
2002,252946,Ms,Liane J McDermott,female,Early Career,NHMRC Postgraduate Scholarships,FALSE,Public Health Postgraduate Scholarship,University of Queensland,QLD,Public Health,PUBLIC HEALTH AND HEALTH SERVICES,Health Promotion,61553,4
2002,252948,Ms,Anneliese B Spinks,female,Early Career,NHMRC Postgraduate Scholarships,FALSE,Public Health Postgraduate Scholarship,University of Queensland,QLD,Public Health,PUBLIC HEALTH AND HEALTH SERVICES,Epidemiology,60980,3
2002,252952,Ms,Lindy J Humphreyes-Reid,female,Early Career,NHMRC Postgraduate Scholarships,FALSE,Public Health Postgraduate Scholarship,University of Queensland,QLD,Health Services Research,PUBLIC HEALTH AND HEALTH SERVICES,Preventive Medicine,90891,4
2002,252954,Mr,Christopher D Daly,male,Early Career,NHMRC Postgraduate Scholarships,FALSE,Dora Lush Biomedical Scholarship,University of Queensland,QLD,Basic Science,MEDICAL BIOTECHNOLOGY,Medical Biotechnology not elsewhere classified,61287,3
2002,252956,Miss,Marita K Goodwin,female,Early Career,NHMRC Postgraduate Scholarships,FALSE,Dora Lush Biomedical Scholarship,University of Queensland,QLD,Basic Science,BIOCHEMISTRY AND CELL BIOLOGY,Cellular Interactions (incl. Adhesion Matrix Cell Wall),29817,2
2002,252961,Dr,Georgia  Hume,female,Early Career,NHMRC Postgraduate Scholarships,FALSE,Medical/Dental Postgraduate Scholarship,University of Queensland,QLD,Health Services Research,MEDICAL BIOTECHNOLOGY,Medical Biotechnology not elsewhere classified,96459,6
2002,252968,A/Pr,Stephen M Taylor,male,Mid Career,NHMRC Development Grants,FALSE,Development Grant,University of Queensland,QLD,Basic Science,PHARMACOLOGY AND PHARMACEUTICAL SCIENCES,Basic Pharmacology,160000,2
2002,252972,Prof,Paul F Alewood,male,Senior,NHMRC Development Grants,FALSE,Development Grant,University of Queensland,QLD,Clinical Medicine and Science,MEDICAL BIOTECHNOLOGY,Medical Biotechnology not elsewhere classified,120000,2
2002,252974,A/Pr,Peter  Wilce,male,Mid Career,NHMRC Development Grants,FALSE,Development Grant,University of Queensland,QLD,Clinical Medicine and Science,CLINICAL SCIENCES,Hepatology,200000,2
2002,252977,Prof,Neville  Owen,male,Senior,Capacity,FALSE,Population Health Capacity Building Grant,University of Queensland,QLD,Public Health,PUBLIC HEALTH AND HEALTH SERVICES,Health Promotion,2118560,7
2002,253305,Dr,Michael  Kotiw,male,Early Career,NHMRC Development Grants,FALSE,Development Grant,University of Southern Queensland,QLD,Basic Science,MEDICAL MICROBIOLOGY,Medical Bacteriology,170000,2
2002,253602,Prof,John R Simes,male,Senior,Programs,FALSE,Program Grant - Teams,University of Sydney,NSW,Clinical Medicine and Science,CLINICAL SCIENCES,Clinical Sciences not elsewhere classified,6712860,5
2002,253617,Prof,Anthony L Cunningham,male,Senior,NHMRC Project Grants,FALSE,Standard Project Grant,University of Sydney,NSW,Basic Science,MEDICAL MICROBIOLOGY,Medical Virology,475500,3
2002,253619,Dr,Adrienne  Adams,female,Early Career,NHMRC Project Grants,FALSE,Standard Project Grant,University of Sydney,NSW,Basic Science,ONCOLOGY AND CARCINOGENESIS,Oncology and Carcinogenesis not elsewhere classified,459750,3
2002,253620,Prof,Ian  Curthoys,male,Senior,NHMRC Project Grants,FALSE,Standard Project Grant,University of Sydney,NSW,Basic Science,NEUROSCIENCES,Sensory Systems,205500,3
2002,253621,Prof,Paul R Martin,male,Senior,NHMRC Project Grants,FALSE,Standard Project Grant,University of Melbourne,VIC,Basic Science,NEUROSCIENCES,Sensory Systems,490500,3
2002,253634,A/Pr,Christopher G Maher,male,Mid Career,NHMRC Project Grants,FALSE,Standard Project Grant,University of Sydney,NSW,Public Health,PUBLIC HEALTH AND HEALTH SERVICES,Primary Health Care,448300,3
2002,253635,Dr,Christine L Roberts,female,Early Career,NHMRC Project Grants,FALSE,Standard Project Grant,University of Sydney,NSW,Public Health,PUBLIC HEALTH AND HEALTH SERVICES,Public Health and Health Services not elsewhere classified,267375,3
2002,253636,Prof,David J Henderson-Smart,male,Senior,NHMRC Project Grants,FALSE,Standard Project Grant,University of Sydney,NSW,Public Health,PUBLIC HEALTH AND HEALTH SERVICES,Epidemiology,274000,3
2002,253643,Prof,Maxwell R Bennett,male,Senior,NHMRC Project Grants,FALSE,Standard Project Grant,University of Sydney,NSW,Basic Science,NEUROSCIENCES,Cellular Nervous System,235500,3
2002,253653,Prof,Michael R Kidd,male,Senior,NHMRC Project Grants,FALSE,Standard Project Grant,University of Sydney,NSW,Public Health,PUBLIC HEALTH AND HEALTH SERVICES,Primary Health Care,191000,3
2002,253654,Dr,Helen  Rizos,female,Early Career,NHMRC Project Grants,FALSE,Standard Project Grant,University of Sydney,NSW,Basic Science,ONCOLOGY AND CARCINOGENESIS,Oncology and Carcinogenesis not elsewhere classified,235500,3
2002,253657,Prof,Simon F Chapman,male,Senior,NHMRC Project Grants,FALSE,Standard Project Grant,University of Sydney,NSW,Public Health,PUBLIC HEALTH AND HEALTH SERVICES,Public Health and Health Services not elsewhere classified,333225,3
2002,253658,A/Pr,Bruce C Neal,male,Mid Career,NHMRC Project Grants,FALSE,Clinical Trial/Large Scale,University of Sydney,NSW,Clinical Medicine and Science,CLINICAL SCIENCES,Nephrology and Urology,333250,2
2002,253659,A/Pr,Bruce C Neal,male,Mid Career,NHMRC Project Grants,FALSE,Standard Project Grant,University of Sydney,NSW,Public Health,PUBLIC HEALTH AND HEALTH SERVICES,Epidemiology,166250,2
2002,253662,Dr,Jacqueline M Matthews,female,Early Career,NHMRC Project Grants,FALSE,Standard Project Grant,University of Sydney,NSW,Basic Science,BIOCHEMISTRY AND CELL BIOLOGY,Cellular Interactions (incl. Adhesion Matrix Cell Wall),440250,3
2002,253669,Prof,John W McAvoy,male,Senior,NHMRC Project Grants,FALSE,Standard Project Grant,University of Sydney,NSW,Basic Science,BIOCHEMISTRY AND CELL BIOLOGY,Cell Development Proliferation and Death,265500,3
2002,253673,Prof,Garth A Nicholson,male,Senior,NHMRC Project Grants,FALSE,Standard Project Grant,University of Sydney,NSW,Clinical Medicine and Science,GENETICS,Neurogenetics,235500,3
2002,253675,Prof,Merlin  Crossley,male,Senior,NHMRC Project Grants,FALSE,Standard Project Grant,University of Sydney,NSW,Basic Science,MEDICAL BIOCHEMISTRY AND METABOLOMICS,Medical Biochemistry: Proteins and Peptides (Incl. Medical Proteomics),455250,3
2002,253678,Prof,David G Le Couteur,male,Senior,NHMRC Project Grants,FALSE,Standard Project Grant,University of Sydney,NSW,Basic Science,CLINICAL SCIENCES,Geriatrics and Gerontology,204750,3
2002,253684,Prof,Anthony L Cunningham,male,Senior,NHMRC Project Grants,FALSE,Standard Project Grant,University of Sydney,NSW,Clinical Medicine and Science,MEDICAL MICROBIOLOGY,Medical Virology,315000,2
2002,253721,Dr,Joel P Mackay,male,Early Career,NHMRC Project Grants,FALSE,Standard Project Grant,University of Sydney,NSW,Basic Science,BIOCHEMISTRY AND CELL BIOLOGY,Biochemistry and Cell Biology not elsewhere classified,235500,3
2002,253726,Dr,Beric R Henderson,NA,Early Career,Established Career Fellowships,FALSE,NHMRC Research Fellowship,University of Sydney,NSW,Basic Science,BIOCHEMISTRY AND CELL BIOLOGY,Protein Trafficking,517000,5
2002,253727,Dr,Beric R Henderson,NA,Early Career,NHMRC Project Grants,FALSE,Standard Project Grant,University of Sydney,NSW,Basic Science,BIOCHEMISTRY AND CELL BIOLOGY,Protein Trafficking,433500,3
2002,253728,Dr,William D Phillips,male,Early Career,NHMRC Project Grants,FALSE,Standard Project Grant,University of Sydney,NSW,Basic Science,NEUROSCIENCES,Cellular Nervous System,411000,3
2002,253730,Prof,Richard J Taylor,male,Senior,NHMRC Project Grants,FALSE,Standard Project Grant,University of Sydney,NSW,Clinical Medicine and Science,CLINICAL SCIENCES,Rehabilitation and Therapy (excl. Physiotherapy),151250,3
2002,253732,Prof,Paul  Mitchell,male,Senior,NHMRC Project Grants,FALSE,Standard Project Grant,University of Sydney,NSW,Public Health,PUBLIC HEALTH AND HEALTH SERVICES,Epidemiology,596376,3
2002,253739,Dr,Anuwat  Dinudom,NA,Early Career,NHMRC Project Grants,FALSE,Standard Project Grant,University of Sydney,NSW,Basic Science,MEDICAL PHYSIOLOGY,Cell Physiology,219750,3
2002,253740,Prof,Andrew J McLachlan,male,Senior,NHMRC Project Grants,FALSE,Standard Project Grant,University of Sydney,NSW,Public Health,COMPLEMENTARY AND ALTERNATIVE MEDICINE,Complementary and Alternative Medicine not elsewhere classified,440250,3
2002,253742,A/Pr,P G Gill,NA,Mid Career,NHMRC Project Grants,FALSE,Clinical Trial/Large Scale,University of Sydney,NSW,Clinical Medicine and Science,ONCOLOGY AND CARCINOGENESIS,Oncology and Carcinogenesis not elsewhere classified,1257525,5
2002,253743,Prof,Robert T Padbury,male,Senior,NHMRC Project Grants,FALSE,Standard Project Grant,University of Sydney,NSW,Clinical Medicine and Science,ONCOLOGY AND CARCINOGENESIS,Oncology and Carcinogenesis not elsewhere classified,430500,3
2002,253763,Prof,Emma  Whitelaw,female,Senior,NHMRC Project Grants,FALSE,Standard Project Grant,University of Sydney,NSW,Basic Science,GENETICS,Gene Expression (incl. Microarray and other genome-wide approaches),372750,3
2002,253766,Prof,Jacob  George,male,Senior,NHMRC Project Grants,FALSE,Standard Project Grant,University of Sydney,NSW,Clinical Medicine and Science,CLINICAL SCIENCES,Hepatology,215500,2
2002,253771,Prof,Nicholas JC King,male,Senior,NHMRC Project Grants,FALSE,Standard Project Grant,University of Sydney,NSW,Basic Science,IMMUNOLOGY,Cellular Immunology,250500,3
2002,253775,Prof,David J Handelsman,male,Senior,NHMRC Project Grants,FALSE,Standard Project Grant,University of Sydney,NSW,Basic Science,PAEDIATRICS AND REPRODUCTIVE MEDICINE,Reproduction,378750,3
2002,253781,Prof,Richard I Christopherson,male,Senior,NHMRC Project Grants,FALSE,Standard Project Grant,University of Sydney,NSW,Basic Science,CLINICAL SCIENCES,Infectious Diseases,229750,3
2002,253790,Dr,Adam G Buckmaster,male,Early Career,NHMRC Project Grants,FALSE,Standard Project Grant,University of Sydney,NSW,Clinical Medicine and Science,PAEDIATRICS AND REPRODUCTIVE MEDICINE,Paediatrics,225500,3
2002,253792,Prof,Ronald R Grunstein,male,Senior,NHMRC Project Grants,FALSE,Standard Project Grant,University of Sydney,NSW,Clinical Medicine and Science,CARDIOVASCULAR MEDICINE AND HAEMOTOLOGY,Respiratory Diseases,320439,3
2002,253799,Prof,MacDonald J Christie,male,Senior,Established Career Fellowships,FALSE,NHMRC Research Fellowship,University of Sydney,NSW,Basic Science,PHARMACOLOGY AND PHARMACEUTICAL SCIENCES,Basic Pharmacology,707250,5
2002,253805,Dr,Isabelle  Leclercq,female,Early Career,NHMRC Project Grants,FALSE,Standard Project Grant,University of Sydney,NSW,Clinical Medicine and Science,CLINICAL SCIENCES,Hepatology,166500,2
2002,253807,Prof,John D Pollard,male,Senior,NHMRC Project Grants,FALSE,Standard Project Grant,University of Sydney,NSW,Clinical Medicine and Science,NEUROSCIENCES,Neurology and Neuromuscular Diseases,378750,3
2002,253818,Dr,Euan R Tovey,male,Early Career,NHMRC Project Grants,FALSE,Standard Project Grant,University of Sydney,NSW,Clinical Medicine and Science,IMMUNOLOGY,Allergy,200500,3
2002,253836,A/Pr,Thiagarajan  Sitharthan,NA,Mid Career,NHMRC Project Grants,FALSE,Standard Project Grant,University of Sydney,NSW,Health Services Research,PUBLIC HEALTH AND HEALTH SERVICES,Mental Health,361000,3
2002,253837,Dr,Wayne J Hawthorne,male,Early Career,NHMRC Project Grants,FALSE,Standard Project Grant,University of Sydney,NSW,Basic Science,CLINICAL SCIENCES,Surgery,310500,3
2002,253838,A/Pr,Philip J O'Connell,male,Mid Career,NHMRC Project Grants,FALSE,Standard Project Grant,University of Sydney,NSW,Clinical Medicine and Science,IMMUNOLOGY,Transplantation Immunology,323250,3
2002,253853,A/Pr,Stephen M Twigg,male,Mid Career,NHMRC Project Grants,FALSE,New Investigator Grant,University of Sydney,NSW,Basic Science,BIOCHEMISTRY AND CELL BIOLOGY,Cell Metabolism,235500,3
2002,253854,Prof,Helge H Rasmussen,NA,Senior,NHMRC Project Grants,FALSE,Standard Project Grant,University of Sydney,NSW,Basic Science,MEDICAL PHYSIOLOGY,Cell Physiology,225500,3
2001,253855,Dr,Christopher J Jackson,male,Early Career,NHMRC Development Grants,FALSE,Development Grant,University of Sydney,NSW,Clinical Medicine and Science,CLINICAL SCIENCES,Dermatology,391650,3
2002,253900,Prof,Michael G Clark,male,Senior,NHMRC Project Grants,FALSE,Standard Project Grant,University of Tasmania,TAS,Basic Science,CARDIOVASCULAR MEDICINE AND HAEMOTOLOGY,Cardiology (incl. Cardiovascular Diseases),220500,3
2002,253907,A/Pr,Meng Inn  Chuah,male,Mid Career,NHMRC Project Grants,FALSE,Standard Project Grant,University of Tasmania,TAS,Basic Science,NEUROSCIENCES,Central Nervous System,218250,3
2002,253926,Dr,Gerard F Gill,male,Early Career,NHMRC Postgraduate Scholarships,FALSE,Medical/Dental Postgraduate Scholarship,University of Tasmania,TAS,Health Services Research,CLINICAL SCIENCES,Geriatrics and Gerontology,72969,3
2002,253927,A/Pr,Alison  Venn,female,Mid Career,Capacity,FALSE,Population Health Capacity Building Grant,University of Tasmania,TAS,Public Health,PUBLIC HEALTH AND HEALTH SERVICES,Epidemiology,2500000,6
2002,254202,Prof,Jane P Hall,female,Senior,Programs,FALSE,Program Grant - Teams,University of Technology Sydney,NSW,Health Services Research,APPLIED ECONOMICS,Health Economics,6968102,5
2002,254502,Dr,Timothy JM Moss,male,Early Career,NHMRC Project Grants,FALSE,Standard Project Grant,University of Western Australia,WA,Basic Science,PAEDIATRICS AND REPRODUCTIVE MEDICINE,Foetal Development and Medicine,280750,3
2002,254504,Dr,Livia C Hool,female,Early Career,NHMRC Project Grants,FALSE,New Investigator Grant,University of Western Australia,WA,Basic Science,CARDIOVASCULAR MEDICINE AND HAEMOTOLOGY,Cardiology (incl. Cardiovascular Diseases),475517,3
2002,254507,Prof,Alan R Harvey,male,Senior,NHMRC Project Grants,FALSE,Standard Project Grant,University of Western Australia,WA,Basic Science,NEUROSCIENCES,Central Nervous System,426000,3
2002,254510,A/Pr,Darryl A Knight,male,Mid Career,NHMRC Project Grants,FALSE,Standard Project Grant,University of Western Australia,WA,Basic Science,CARDIOVASCULAR MEDICINE AND HAEMOTOLOGY,Respiratory Diseases,405300,3
2002,254524,Prof,John W Upham,male,Senior,Established Career Fellowships,FALSE,Practitioner Fellowship,University of Queensland,QLD,Clinical Medicine and Science,CARDIOVASCULAR MEDICINE AND HAEMOTOLOGY,Respiratory Diseases,408713,5
2002,254527,Prof,Patrick G Holt,male,Senior,Established Career Fellowships,FALSE,NHMRC Research Fellowship,University of Western Australia,WA,Basic Science,IMMUNOLOGY,Allergy,782250,5
2002,254528,A/Pr,Susan L Prescott,female,Mid Career,NHMRC Project Grants,FALSE,Standard Project Grant,University of Western Australia,WA,Clinical Medicine and Science,IMMUNOLOGY,Allergy,219750,3
2002,254529,Prof,Wayne R Thomas,male,Senior,Established Career Fellowships,FALSE,NHMRC Research Fellowship,University of Western Australia,WA,Clinical Medicine and Science,IMMUNOLOGY,Cellular Immunology,782250,5
2002,254537,A/Pr,Ian G Jacobs,male,Mid Career,NHMRC Project Grants,FALSE,Standard Project Grant,University of Western Australia,WA,Clinical Medicine and Science,CARDIOVASCULAR MEDICINE AND HAEMOTOLOGY,Cardiology (incl. Cardiovascular Diseases),200500,3
2002,254539,Prof,Bruce K Armstrong,male,Senior,NHMRC Project Grants,FALSE,Standard Project Grant,University of Western Australia,WA,Public Health,PUBLIC HEALTH AND HEALTH SERVICES,Epidemiology,1788500,5
2002,254544,Prof,Nigel G Laing,male,Senior,NHMRC Project Grants,FALSE,Standard Project Grant,University of Western Australia,WA,Clinical Medicine and Science,NEUROSCIENCES,Neurology and Neuromuscular Diseases,235500,3
2001,254545,Prof,D'Arcy C.J. Holman,NA,Senior,Capacity,FALSE,Population Health Capacity Building Grant,University of Western Australia,WA,Public Health,PUBLIC HEALTH AND HEALTH SERVICES,Epidemiology,3050000,6
2001,254549,Prof,Yogesan  Kanagasingam,NA,Senior,NHMRC Development Grants,FALSE,Development Grant,University of Western Australia,WA,Public Health,OPHTHALMOLOGY and OPTOMETRY,Ophthalmology,431222,3
2002,254550,Prof,Yogesan  Kanagasingam,NA,Senior,NHMRC Project Grants,FALSE,Standard Project Grant,University of Western Australia,WA,Public Health,PUBLIC HEALTH AND HEALTH SERVICES,Health and Community Services,360475,3
2002,254559,Prof,Judith C Finn,female,Senior,NHMRC Project Grants,FALSE,Standard Project Grant,University of Western Australia,WA,Health Services Research,PUBLIC HEALTH AND HEALTH SERVICES,Residential Client Care,127000,2
2002,254565,Dr,David G Lloyd,male,Early Career,NHMRC Project Grants,FALSE,Standard Project Grant,University of Western Australia,WA,Clinical Medicine and Science,CLINICAL SCIENCES,Orthopaedics,431000,3
2002,254568,A/Pr,Kevin D Croft,male,Mid Career,NHMRC Project Grants,FALSE,Standard Project Grant,University of Western Australia,WA,Clinical Medicine and Science,CARDIOVASCULAR MEDICINE AND HAEMOTOLOGY,Cardiology (incl. Cardiovascular Diseases),341575,3
2002,254569,Dr,Peter C McMinn,male,Early Career,NHMRC Project Grants,FALSE,Standard Project Grant,University of Western Australia,WA,Basic Science,MEDICAL MICROBIOLOGY,Medical Virology,286325,3
2002,254572,Prof,Osvaldo P Almeida,male,Senior,NHMRC Project Grants,FALSE,Standard Project Grant,University of Western Australia,WA,Clinical Medicine and Science,CLINICAL SCIENCES,Geriatrics and Gerontology,366250,3
2002,254576,Prof,Brendan J Waddell,male,Senior,NHMRC Project Grants,FALSE,Standard Project Grant,University of Western Australia,WA,Basic Science,CLINICAL SCIENCES,Endocrinology,220500,3
2002,254587,Dr,David J Izon,male,Early Career,NHMRC Project Grants,FALSE,New Investigator Grant,St.Vincent's Institute of Medical Research,VIC,Basic Science,IMMUNOLOGY,Cellular Immunology,504750,3
2002,254590,A/Pr,Patricia  Price,female,Mid Career,NHMRC Project Grants,FALSE,Standard Project Grant,University of Western Australia,WA,Clinical Medicine and Science,CLINICAL SCIENCES,Infectious Diseases,411000,3
2002,254594,Dr,Elizabeth A Milward,female,Early Career,NHMRC Project Grants,FALSE,Standard Project Grant,University of Western Australia,WA,Clinical Medicine and Science,PUBLIC HEALTH AND HEALTH SERVICES,Mental Health,473000,3
2002,254595,Prof,Ursula R Kees,female,Senior,NHMRC Project Grants,FALSE,Standard Project Grant,University of Western Australia,WA,Basic Science,ONCOLOGY AND CARCINOGENESIS,Oncology and Carcinogenesis not elsewhere classified,455250,3
2002,254596,Prof,Ursula R Kees,female,Senior,NHMRC Project Grants,FALSE,Standard Project Grant,University of Western Australia,WA,Basic Science,ONCOLOGY AND CARCINOGENESIS,Oncology and Carcinogenesis not elsewhere classified,425250,3
2002,254609,Dr,Deborah  Trinder,female,Early Career,NHMRC Project Grants,FALSE,Standard Project Grant,University of Western Australia,WA,Basic Science,CLINICAL SCIENCES,Hepatology,474750,3
2002,254611,Prof,STEWART A STEWART,male,Senior,NHMRC Project Grants,FALSE,Standard Project Grant,University of Western Australia,WA,Basic Science,CARDIOVASCULAR MEDICINE AND HAEMOTOLOGY,Respiratory Diseases,457500,3
2002,254619,A/Pr,Mathew T. Martin-Iverson,male,Mid Career,NHMRC Project Grants,FALSE,Standard Project Grant,University of Western Australia,WA,Clinical Medicine and Science,CLINICAL SCIENCES,Psychiatry (incl. Psychotherapy),278625,3
2002,254624,Dr,Johanna A.M. van Eekelen,female,Early Career,NHMRC Project Grants,FALSE,Standard Project Grant,University of Western Australia,WA,Basic Science,NEUROSCIENCES,Central Nervous System,401000,3
2002,254627,Prof,Richard  Prince,male,Senior,NHMRC Project Grants,FALSE,Standard Project Grant,University of Western Australia,WA,Public Health,PUBLIC HEALTH AND HEALTH SERVICES,Preventive Medicine,272025,2
2002,254636,Prof,Geoffrey R Shellam,male,Senior,NHMRC Project Grants,FALSE,Standard Project Grant,University of Western Australia,WA,Basic Science,IMMUNOLOGY,Cellular Immunology,234750,3
2002,254645,A/Pr,Martha  Hickey,female,Mid Career,NHMRC Project Grants,FALSE,New Investigator Grant,University of Western Australia,WA,Clinical Medicine and Science,PAEDIATRICS AND REPRODUCTIVE MEDICINE,Obstetrics and Gynaecology,294625,3
2001,254646,A/Pr,Karin A Eidne,female,Mid Career,NHMRC Development Grants,FALSE,Development Grant,University of Western Australia,WA,Basic Science,BIOCHEMISTRY AND CELL BIOLOGY,Protein Trafficking,376320,3
2002,254650,Dr,Samantha J Busfield,female,Early Career,NHMRC Project Grants,FALSE,New Investigator Grant,University of Western Australia,WA,Basic Science,NEUROSCIENCES,Cellular Nervous System,183250,3
2002,254662,Dr,Jiake J Xu,NA,Early Career,NHMRC Project Grants,FALSE,Standard Project Grant,University of Western Australia,WA,Clinical Medicine and Science,CLINICAL SCIENCES,Orthopaedics,235500,3
2002,254664,Dr,Douglas A Pritchard,male,Early Career,NHMRC Project Grants,FALSE,Standard Project Grant,University of Western Australia,WA,Health Services Research,PUBLIC HEALTH AND HEALTH SERVICES,Primary Health Care,319475,3
2002,254665,Prof,Bruce WS Robinson,male,Senior,NHMRC Project Grants,FALSE,Standard Project Grant,University of Western Australia,WA,Clinical Medicine and Science,CARDIOVASCULAR MEDICINE AND HAEMOTOLOGY,Respiratory Diseases,323250,3
2002,254666,Prof,George C Yeoh,male,Senior,NHMRC Project Grants,FALSE,Standard Project Grant,University of Western Australia,WA,Basic Science,BIOCHEMISTRY AND CELL BIOLOGY,Cell Development Proliferation and Death,250500,3
2002,254668,Prof,Svend Peter Klinken,male,Senior,NHMRC Project Grants,FALSE,Standard Project Grant,University of Western Australia,WA,Basic Science,ONCOLOGY AND CARCINOGENESIS,Oncology and Carcinogenesis not elsewhere classified,393750,3
2002,254670,Prof,Sarah A Dunlop,female,Senior,Established Career Fellowships,FALSE,NHMRC Research Fellowship,University of Western Australia,WA,Basic Science,NEUROSCIENCES,Central Nervous System,569750,5
2002,254678,Dr,Gayle M Smythe,female,Early Career,Early Career Fellowships (Australia),TRUE,Howard Florey Centenary ECF,Charles Sturt University,NSW,Basic Science,BIOCHEMISTRY AND CELL BIOLOGY,Signal Transduction,168836,3
2002,254683,A/Pr,Lin  Fritschi,female,Mid Career,Career Development Fellowships,TRUE,Population Health CDF,University of Western Australia,WA,Public Health,PUBLIC HEALTH AND HEALTH SERVICES,Epidemiology,485500,5
2002,254688,A/Pr,Billie  Giles-Corti,female,Mid Career,Career Development Fellowships,TRUE,Population Health CDF,University of Western Australia,WA,Public Health,PUBLIC HEALTH AND HEALTH SERVICES,Health Promotion,435500,5
2002,254692,Dr,Robert J Hurrelbrink,male,Early Career,Early Career Fellowships (Overseas),TRUE,CJ Martin Biomedical ECF,University of Western Australia,WA,Basic Science,IMMUNOLOGY,Cellular Immunology,137665,3
2002,254693,Ms,Susan L Morris,female,Early Career,NHMRC Postgraduate Scholarships,FALSE,Dora Lush Biomedical Scholarship,University of Western Australia,WA,Clinical Medicine and Science,CLINICAL SCIENCES,Rehabilitation and Therapy (excl. Physiotherapy),50201,4
2002,254701,Dr,Gerard Tse-Jien Chew,male,Early Career,NHMRC Postgraduate Scholarships,FALSE,Medical/Dental Postgraduate Scholarship,University of Western Australia,WA,Clinical Medicine and Science,CARDIOVASCULAR MEDICINE AND HAEMOTOLOGY,Cardiology (incl. Cardiovascular Diseases),87935,3
2002,254702,Dr,Derrick G Lopez,male,Early Career,NHMRC Postgraduate Scholarships,FALSE,Public Health Postgraduate Scholarship,University of Western Australia,WA,Public Health,CLINICAL SCIENCES,Clinical Sciences not elsewhere classified,72044,4
2002,254706,Miss,Judy  Katzenellenbogen,female,Early Career,NHMRC Postgraduate Scholarships,FALSE,Public Health Postgraduate Scholarship,University of Western Australia,WA,Public Health,PUBLIC HEALTH AND HEALTH SERVICES,Health and Community Services,72426,5
2002,254716,Dr,Timothy L Mukherjee-Gray,male,Early Career,NHMRC Postgraduate Scholarships,FALSE,Medical/Dental Postgraduate Scholarship,University of Western Australia,WA,Clinical Medicine and Science,OPHTHALMOLOGY and OPTOMETRY,Ophthalmology,57921,2
2002,254717,Dr,Celia R Hicks,female,Early Career,NHMRC Development Grants,FALSE,Development Grant,University of Western Australia,WA,Clinical Medicine and Science,OPHTHALMOLOGY and OPTOMETRY,Ophthalmology,118000,2
